date,open,high,low,close
2014-11-27,370.50201400000003,373.992004,368.282013,369.670013
2014-11-28,369.37399300000004,382.838013,358.454987,376.446991
2014-11-29,376.152008,387.60101299999997,372.144989,375.490997
2014-11-30,375.51001,382.527008,373.30899,378.04699700000003
2014-12-01,378.24899300000004,383.661987,376.669006,379.244995
2014-12-02,379.25,384.03799399999997,377.863007,381.315002
2014-12-03,381.721985,383.02600099999995,374.346008,375.01001
2014-12-04,375.717987,378.65499900000003,367.759003,369.60400400000003
2014-12-05,369.441986,379.191986,365.756012,376.85400400000003
2014-12-06,376.75698900000003,378.447998,370.945007,374.785004
2014-12-07,374.835999,376.291992,373.274994,375.09500099999997
2014-12-08,374.964996,376.028992,361.885986,361.908997
2014-12-09,361.894989,363.066986,344.950989,352.218994
2014-12-10,352.204987,352.384003,346.36499,346.36499
2014-12-11,344.339996,361.35699500000004,338.76300000000003,350.506012
2014-12-12,350.833008,352.983002,349.29098500000003,352.541992
2014-12-13,352.381012,352.381012,346.588013,347.37600699999996
2014-12-14,346.72699,353.31601,345.417999,351.63198900000003
2014-12-15,351.360992,351.815002,344.93399,345.34500099999997
2014-12-16,345.673004,345.85900899999996,327.06201200000004,327.06201200000004
2014-12-17,326.855011,333.95401,315.152008,319.77600099999995
2014-12-18,319.785004,323.70901499999997,304.23199500000004,311.39599599999997
2014-12-19,311.178986,318.53299,306.76901200000003,317.842987
2014-12-20,317.618988,330.325012,316.044006,329.955994
2014-12-21,329.542999,329.628998,318.903015,320.842987
2014-12-22,321.067993,334.117004,320.424988,331.885986
2014-12-23,332.016998,336.286987,329.60199,334.571991
2014-12-24,334.38501,334.740997,321.35699500000004,322.533997
2014-12-25,322.286011,322.670013,316.958008,319.007996
2014-12-26,319.152008,331.424011,316.62701400000003,327.924011
2014-12-27,327.583008,328.911011,312.630005,315.863007
2014-12-28,316.160004,320.028015,311.07800299999997,317.239014
2014-12-29,317.700989,320.266998,312.307007,312.670013
2014-12-30,312.718994,314.80899,309.37298599999997,310.737
2014-12-31,310.914001,320.192993,310.210999,320.192993
2015-01-01,320.434998,320.434998,314.002991,314.24899300000004
2015-01-02,314.07901,315.838989,313.565002,315.032013
2015-01-03,314.846008,315.149994,281.082001,281.082001
2015-01-04,281.14599599999997,287.230011,257.612,264.195007
2015-01-05,265.08401499999997,278.341003,265.08401499999997,274.47399900000005
2015-01-06,274.610992,287.553009,272.696014,286.18899500000003
2015-01-07,286.076996,298.753998,283.07901,294.33700600000003
2015-01-08,294.13501,294.13501,282.174988,283.34899900000005
2015-01-09,282.382996,291.114014,280.53299,290.40799
2015-01-10,287.303009,288.12701400000003,273.966003,274.79599
2015-01-11,274.608002,279.638,265.039001,265.660004
2015-01-12,266.14599599999997,272.20300299999997,265.200012,267.79599
2015-01-13,267.39401200000003,268.277008,219.90600600000002,225.86099199999998
2015-01-14,223.893997,223.893997,171.509995,178.102997
2015-01-15,176.897003,229.06700099999998,176.897003,209.84399399999998
2015-01-16,209.070007,221.59100299999997,199.770996,208.097
2015-01-17,207.834,211.731003,194.875,199.259995
2015-01-18,200.050003,218.69500699999998,194.505997,210.339005
2015-01-19,211.47099300000002,216.72799700000002,207.317993,214.86099199999998
2015-01-20,212.906998,215.24099700000002,205.153,211.315002
2015-01-21,211.378006,227.787994,211.212006,226.89700299999998
2015-01-22,227.32200600000002,237.018997,226.434006,233.40600600000002
2015-01-23,233.516998,234.84500099999997,225.19599900000003,232.878998
2015-01-24,232.69999700000002,248.210007,230.02200299999998,247.847
2015-01-25,247.352005,255.07400499999997,243.88999900000002,253.718002
2015-01-26,254.07899500000002,309.384003,254.07899500000002,273.472992
2015-01-27,273.166992,275.480011,250.653,263.475006
2015-01-28,263.35101299999997,266.535004,227.04600499999998,233.914993
2015-01-29,233.348007,238.705994,220.712006,233.513
2015-01-30,232.77200299999998,242.850998,225.839005,226.42500299999998
2015-01-31,226.440994,233.503998,216.309006,217.464005
2015-02-01,216.867004,231.57400499999997,212.01499900000002,226.972
2015-02-02,226.49099700000002,242.17500299999998,222.65899700000003,238.229004
2015-02-03,237.45399500000002,245.957001,224.483002,227.268005
2015-02-04,227.511002,230.05799900000002,221.11300699999998,226.85299700000002
2015-02-05,227.664993,239.40499900000003,214.725006,217.11099199999998
2015-02-06,216.923004,230.50999500000003,216.231995,222.266006
2015-02-07,222.632996,230.298996,222.606995,227.753998
2015-02-08,227.69299300000003,229.438004,221.076996,223.41200299999997
2015-02-09,223.38900800000002,223.977005,217.018997,220.11000099999998
2015-02-10,220.281998,221.80700699999997,215.332001,219.839005
2015-02-11,219.731995,223.40600600000002,218.07400499999997,219.184998
2015-02-12,219.20799300000002,222.19900499999997,217.613998,221.76400800000002
2015-02-13,221.96899399999998,240.25900299999998,221.26199300000002,235.42700200000002
2015-02-14,235.528,259.808014,235.528,257.321014
2015-02-15,257.50698900000003,265.610992,227.684006,234.82499700000002
2015-02-16,234.82499700000002,239.520996,229.02200299999998,233.843002
2015-02-17,233.42199700000003,245.774994,232.313995,243.61000099999998
2015-02-18,243.77999900000003,244.251007,232.33999599999999,236.326004
2015-02-19,236.41000400000001,242.67199700000003,235.59199500000003,240.28300499999997
2015-02-20,240.251007,247.100998,239.298996,243.77900699999998
2015-02-21,243.751999,255.32000699999998,243.184006,244.53399700000003
2015-02-22,244.544006,246.391998,233.850998,235.977005
2015-02-23,235.99499500000002,240.108994,232.42100499999998,238.891998
2015-02-24,238.998001,239.90100099999998,236.401993,238.73500099999998
2015-02-25,238.88999900000002,239.33999599999999,235.52999900000003,237.47000099999997
2015-02-26,237.337006,237.710007,234.257004,236.42599500000003
2015-02-27,236.436005,256.653015,236.436005,253.82800299999997
2015-02-28,253.520004,254.69200099999998,249.479004,254.263
2015-03-01,254.28300499999997,261.660004,245.93299900000002,260.201996
2015-03-02,260.35699500000004,276.300995,258.31298799999996,275.670013
2015-03-03,275.04599,285.79599,268.161011,281.701996
2015-03-04,281.98999,284.225006,268.12600699999996,273.09201
2015-03-05,272.739014,281.666992,264.76901200000003,276.178009
2015-03-06,275.600006,277.608002,270.015015,272.722992
2015-03-07,272.294006,277.85400400000003,270.132996,276.260986
2015-03-08,276.433014,277.858002,272.565002,274.35400400000003
2015-03-09,274.81201200000004,292.700989,273.89300499999996,289.60699500000004
2015-03-10,289.862,300.044006,289.74301099999997,291.76001
2015-03-11,291.524994,297.39099100000004,290.507996,296.378998
2015-03-12,296.12701400000003,297.088013,292.41299399999997,294.35400400000003
2015-03-13,294.11801099999997,294.49798599999997,285.33700600000003,285.33700600000003
2015-03-14,284.441986,286.34201,280.97601299999997,281.88501
2015-03-15,281.424988,286.528992,280.996002,286.39300499999996
2015-03-16,285.684998,294.112,285.684998,290.592987
2015-03-17,290.59500099999997,292.36499,284.37399300000004,285.505005
2015-03-18,285.066986,285.335999,249.86999500000002,256.299011
2015-03-19,255.88000499999998,264.243988,248.636002,260.928009
2015-03-20,260.955994,264.847992,259.161987,261.74899300000004
2015-03-21,261.64401200000003,262.196014,255.649994,260.024994
2015-03-22,259.916992,269.747009,259.589996,267.959991
2015-03-23,267.894989,277.29699700000003,261.744995,266.73999
2015-03-24,266.576996,267.002991,244.15499900000003,245.59500099999997
2015-03-25,247.472,249.190002,236.51499900000002,246.19700600000002
2015-03-26,246.27600099999998,254.354004,244.90499900000003,248.531998
2015-03-27,248.565994,256.81100499999997,245.21299700000003,247.02900699999998
2015-03-28,246.975006,254.205002,246.975006,252.798004
2015-03-29,252.74000499999997,253.13900800000002,240.850006,242.71299700000003
2015-03-30,242.878998,249.242004,239.214005,247.52600099999998
2015-03-31,247.45399500000002,248.729996,242.738998,244.22399900000002
2015-04-01,244.223007,247.541,241.16000400000001,247.27200299999998
2015-04-02,247.089005,254.46099900000002,245.416,253.00500499999998
2015-04-03,253.07400499999997,256.042999,251.878998,254.32200600000002
2015-04-04,254.291,255.257996,251.100006,253.69700600000002
2015-04-05,253.761002,260.674988,251.94200099999998,260.597992
2015-04-06,260.721008,261.798004,254.57499700000002,255.492004
2015-04-07,255.274002,255.80499300000002,252.205002,253.17999300000002
2015-04-08,253.063995,253.847,244.21499599999999,245.02200299999998
2015-04-09,244.751007,246.117996,239.399994,243.67599500000003
2015-04-10,243.69400000000002,243.69400000000002,232.770996,236.07200600000002
2015-04-11,236.016006,239.53700299999997,234.17500299999998,236.55200200000002
2015-04-12,236.53500400000001,237.72799700000002,233.49499500000002,236.153
2015-04-13,235.94999700000002,236.934998,221.996002,224.587006
2015-04-14,224.75900299999998,224.975998,216.32299799999998,219.15899700000003
2015-04-15,219.07299799999998,223.83299300000002,218.649002,223.83299300000002
2015-04-16,223.91700699999998,229.67199700000003,223.91700699999998,228.57299799999998
2015-04-17,228.57499700000002,228.90600600000002,221.94200099999998,222.882004
2015-04-18,222.85299700000002,224.315994,220.876007,223.356003
2015-04-19,223.455994,226.35299700000002,222.373001,222.600006
2015-04-20,222.612,226.350998,221.977005,224.626007
2015-04-21,224.61999500000002,235.268997,224.30099500000003,235.268997
2015-04-22,235.602005,237.90899700000003,233.475998,234.17599500000003
2015-04-23,234.05299399999998,236.475006,233.19900499999997,236.462006
2015-04-24,235.97000099999997,236.30499300000002,229.93299900000002,231.268005
2015-04-25,231.23500099999998,232.561005,226.337006,226.38999900000002
2015-04-26,226.41000400000001,226.94400000000002,214.873993,219.42999300000002
2015-04-27,219.42900099999997,233.30499300000002,218.022995,229.285995
2015-04-28,228.96899399999998,229.49499500000002,223.06900000000002,225.854996
2015-04-29,225.59100299999997,227.039993,223.42999300000002,225.80799900000002
2015-04-30,225.69299300000003,239.563004,224.992996,236.145004
2015-05-01,235.938995,238.96600299999997,232.07899500000002,232.07899500000002
2015-05-02,232.34100299999997,235.727005,232.34100299999997,234.92999300000002
2015-05-03,234.88000499999998,243.24000499999997,234.08299300000002,240.358002
2015-05-04,240.356003,242.638,237.809998,239.018005
2016-10-19,638.133972,638.8740230000001,628.013,630.52002
2015-05-05,238.852005,239.20399500000002,232.05400099999997,236.121002
2015-05-06,236.248993,236.45399500000002,229.231003,229.781998
2015-05-07,229.66200299999997,239.104996,228.57299799999998,237.334
2015-05-08,237.20399500000002,246.274994,236.274002,243.86300699999998
2015-05-09,243.768997,247.80400099999997,239.63900800000002,241.832001
2015-05-10,241.729004,244.06799300000003,238.84899900000002,240.29600499999998
2015-05-11,240.298996,244.270004,239.376007,242.15800499999997
2015-05-12,242.145004,242.880997,240.09899900000002,241.112
2015-05-13,241.397995,243.70399500000002,235.044998,236.376999
2015-05-14,236.214005,237.798996,234.05700699999997,236.92900099999997
2015-05-15,236.955002,238.753006,236.794998,237.604996
2015-05-16,237.643997,237.69700600000002,235.294998,236.153
2015-05-17,236.00999500000003,238.024994,236.00999500000003,236.80200200000002
2015-05-18,236.88699300000002,237.210007,232.460007,233.128006
2015-05-19,233.03700299999997,234.15100099999998,231.81700099999998,231.94700600000002
2015-05-20,231.88999900000002,234.68299900000002,231.84199500000003,234.018005
2015-05-21,234.016006,236.242004,233.835007,235.34399399999998
2015-05-22,235.32099900000003,240.96899399999998,235.059998,240.348007
2015-05-23,240.285995,241.024994,238.690994,238.871994
2015-05-24,238.975998,241.97799700000002,238.811005,240.95300299999997
2015-05-25,240.92700200000002,241.020996,236.63699300000002,237.11000099999998
2015-05-26,237.104004,238.242004,235.69200099999998,237.11599700000002
2015-05-27,237.065002,238.636002,236.69500699999998,237.28300499999997
2015-05-28,237.257004,237.82400499999997,236.651993,237.40800499999997
2015-05-29,237.376999,237.52200299999998,235.731003,237.09599300000002
2015-05-30,237.09199500000003,237.093002,232.04600499999998,233.34500099999997
2015-05-31,233.13499500000003,233.251999,229.54200699999998,230.190002
2015-06-01,230.233002,231.71299700000003,221.29600499999998,222.92599500000003
2015-06-02,222.893997,226.416,222.419006,225.80299399999998
2015-06-03,225.73599199999998,227.40400699999998,223.92999300000002,225.873993
2015-06-04,225.77200299999998,226.580994,224.05400099999997,224.32400499999997
2015-06-05,224.15400699999998,225.968002,223.17900099999997,224.951996
2015-06-06,225.00500499999998,225.71899399999998,224.378998,225.619003
2015-06-07,225.59599300000002,226.19400000000002,222.651993,222.880997
2015-06-08,222.878998,229.464005,222.839005,228.488998
2015-06-09,228.537994,230.95399500000002,227.92900099999997,229.048004
2015-06-10,228.99499500000002,229.781998,228.00999500000003,228.80299399999998
2015-06-11,228.854996,230.28700299999997,228.766998,229.705002
2015-06-12,229.705002,231.05700699999997,229.313004,229.981995
2015-06-13,229.919998,232.651993,229.210007,232.401993
2015-06-14,232.44200099999998,234.858002,232.003998,233.542999
2015-06-15,233.42199700000003,237.83599900000002,233.42199700000003,236.82299799999998
2015-06-16,236.76499900000002,251.742004,236.121994,250.895004
2015-06-17,250.82299799999998,256.852997,246.475998,249.28399700000003
2015-06-18,249.42799399999998,252.108002,244.126999,249.007004
2015-06-19,249.042999,250.977005,243.78700299999997,244.606003
2015-06-20,244.52999900000003,245.82800299999997,240.626999,245.212006
2015-06-21,245.100006,245.22399900000002,241.882004,243.94400000000002
2015-06-22,243.96899399999998,247.91700699999998,243.77900699999998,246.99000499999997
2015-06-23,246.92700200000002,247.30400099999997,243.132996,244.29600499999998
2015-06-24,244.281998,244.34100299999997,240.51499900000002,240.51499900000002
2015-06-25,240.36500499999997,243.332001,240.36500499999997,242.798996
2015-06-26,242.604004,243.748993,241.55299399999998,243.59399399999998
2015-06-27,243.548996,251.339005,243.117004,250.99000499999997
2015-06-28,250.955002,251.17199700000003,247.434006,249.011002
2015-06-29,248.72099300000002,257.173004,248.580994,257.06399500000003
2015-06-30,257.036011,267.867004,255.94599900000003,263.071991
2015-07-01,263.34500099999997,265.17199700000003,255.774002,258.621002
2015-07-02,258.552002,261.631012,254.11599700000002,255.41200299999997
2015-07-03,255.459,257.076996,253.50500499999998,256.335999
2015-07-04,256.490997,261.457001,254.19999700000002,260.885986
2015-07-05,260.804993,274.506012,258.700989,271.91299399999997
2015-07-06,271.108002,277.42199700000003,267.600006,269.02999900000003
2015-07-07,269.963013,271.341003,264.832001,266.207001
2015-07-08,265.98199500000004,272.971008,264.385986,270.785004
2015-07-09,270.826996,272.334991,267.085999,269.227997
2015-07-10,269.156006,294.591003,268.802002,284.89401200000003
2015-07-11,284.880005,298.506012,283.52999900000003,293.11499
2015-07-12,293.140015,314.39401200000003,292.505005,310.867004
2015-07-13,310.826996,310.947998,281.010986,292.053986
2015-07-14,292.033997,296.147003,286.638,287.463989
2015-07-15,288.045013,293.24798599999997,285.367004,285.82901
2015-07-16,286.041992,291.183014,275.23999,278.088989
2015-07-17,278.091003,280.27999900000003,272.042999,279.471985
2015-07-18,279.330994,282.527008,274.075012,274.90100099999995
2015-07-19,274.766998,275.670013,272.513,273.614014
2015-07-20,273.49899300000004,278.98098799999997,272.959991,278.98098799999997
2015-07-21,278.88198900000003,280.54699700000003,275.419006,275.833008
2015-07-22,275.657013,277.66598500000003,274.381012,277.221985
2015-07-23,277.341003,278.110992,275.716003,276.049011
2015-07-24,276.005005,289.252991,275.253998,288.278015
2015-07-25,288.164001,290.733002,286.00201400000003,288.696991
2015-07-26,288.640015,293.052002,287.705994,292.68600499999997
2015-07-27,292.639008,297.77398700000003,287.450012,293.62399300000004
2015-07-28,293.632996,296.64898700000003,293.423004,294.427002
2015-07-29,294.48400899999996,294.536011,288.777008,289.589996
2015-07-30,289.102997,290.12600699999996,286.567993,287.721985
2015-07-31,287.696014,288.95901499999997,282.343994,284.649994
2015-08-01,284.68600499999997,284.932007,278.112,281.60101299999997
2015-08-02,280.449005,283.032013,277.528992,282.614014
2015-08-03,282.806,285.471008,280.233002,281.22699
2015-08-04,281.225006,285.714996,281.225006,285.217987
2015-08-05,284.846985,285.50100699999996,281.488007,281.88198900000003
2015-08-06,281.906006,281.906006,278.403015,278.576996
2015-08-07,278.740997,280.391998,276.365997,279.584991
2015-08-08,279.742004,279.928009,260.709991,260.997009
2015-08-09,261.115997,267.002991,260.467987,265.083008
2015-08-10,265.477997,267.032013,262.596008,264.47000099999997
2015-08-11,264.34201,270.385986,264.093994,270.385986
2015-08-12,270.597992,270.673004,265.468994,266.37600699999996
2015-08-13,266.183014,266.23199500000004,262.841003,264.079987
2015-08-14,264.13198900000003,267.466003,261.477997,265.679993
2015-08-15,265.528992,266.666992,261.29599,261.550995
2015-08-16,261.865997,262.440002,257.04098500000003,258.50698900000003
2015-08-17,258.48999,260.505005,257.117004,257.97601299999997
2015-08-18,257.925995,257.99301099999997,211.07899500000002,211.07899500000002
2015-08-19,225.67100499999998,237.40899700000003,222.766006,226.684006
2015-08-20,226.899002,237.36500499999997,226.899002,235.350006
2015-08-21,235.354996,236.43200699999997,231.72399900000002,232.56900000000002
2015-08-22,232.66200299999997,234.957001,222.70399500000002,230.38999900000002
2015-08-23,230.376007,232.705002,225.580002,228.169006
2015-08-24,228.112,228.13900800000002,210.44299300000003,210.49499500000002
2015-08-25,210.06799300000003,226.32099900000003,199.567001,221.608994
2015-08-26,222.076004,231.18299900000002,220.20399500000002,225.830994
2015-08-27,226.05000299999998,228.643005,223.684006,224.768997
2015-08-28,224.701004,235.21899399999998,220.92599500000003,231.395996
2015-08-29,231.548996,233.222,227.330002,229.77999900000003
2015-08-30,229.895004,232.06799300000003,226.246994,228.761002
2015-08-31,229.113998,231.955994,225.914993,230.05599999999998
2015-09-01,230.255997,231.21600299999997,226.86000099999998,228.121002
2015-09-02,228.026993,230.576996,226.475006,229.28399700000003
2015-09-03,229.32400499999997,229.604996,226.66700699999998,227.18299900000002
2015-09-04,227.21499599999999,230.899994,227.05099500000003,230.298004
2015-09-05,230.19900499999997,236.143005,229.44299300000003,235.018997
2015-09-06,234.86999500000002,242.91200299999997,234.68099999999998,239.83999599999999
2015-09-07,239.934006,242.106003,238.722,239.847
2015-09-08,239.84599300000002,245.78100600000002,239.67799399999998,243.606995
2015-09-09,243.414993,244.416,237.82099900000003,238.167999
2015-09-10,238.33599900000002,241.292999,235.791,238.477005
2015-09-11,238.32899500000002,241.169006,238.32899500000002,240.106995
2015-09-12,239.854996,240.123993,234.753998,235.229004
2015-09-13,235.242004,235.934998,229.332001,230.51199300000002
2015-09-14,230.608994,232.440002,227.96099900000002,230.643997
2015-09-15,230.492004,259.182007,229.82200600000002,230.30400099999997
2015-09-16,230.25,231.21499599999999,227.401993,229.09100299999997
2015-09-17,229.076004,230.28500400000001,228.92599500000003,229.809998
2015-09-18,233.520996,234.35299700000002,232.184998,232.975006
2015-09-19,232.858002,233.205002,231.089005,231.492996
2015-09-20,231.399002,232.36500499999997,230.91000400000001,231.212006
2015-09-21,231.21699500000003,231.21699500000003,226.520996,227.085007
2015-09-22,226.96899399999998,232.386002,225.117004,230.617996
2015-09-23,230.936005,231.835007,229.59100299999997,230.28300499999997
2015-09-24,230.358002,235.649002,230.294998,234.52900699999998
2015-09-25,234.362,237.42700200000002,233.684006,235.143997
2015-09-26,235.076004,235.403,233.358002,234.33999599999999
2015-09-27,234.13900800000002,234.52600099999998,232.475998,232.757004
2015-09-28,232.83599900000002,239.339005,232.46699500000003,239.141998
2015-09-29,239.016006,239.80200200000002,235.92799399999998,236.686996
2015-09-30,236.63999900000002,237.733994,235.628998,236.059998
2015-10-01,236.003998,238.44500699999998,235.61599700000002,237.548996
2015-10-02,237.26400800000002,238.541,236.60299700000002,237.292999
2015-10-03,237.201996,239.315002,236.94400000000002,238.729996
2015-10-04,238.53100600000002,238.968002,237.940002,238.25900299999998
2015-10-05,238.14700299999998,240.382996,237.03500400000001,240.382996
2015-10-06,240.363998,246.934998,240.136002,246.063004
2015-10-07,246.169998,246.68099999999998,242.585007,242.96899399999998
2015-10-08,243.07499700000002,244.251007,242.17900099999997,242.30400099999997
2015-10-09,242.498001,244.22799700000002,242.121994,243.93099999999998
2015-10-10,243.74000499999997,245.31900000000002,243.07400499999997,244.940994
2015-10-11,244.742004,247.242996,244.151993,247.05000299999998
2015-10-12,246.875,247.45399500000002,245.17900099999997,245.30799900000002
2015-10-13,245.19999700000002,250.23599199999998,243.757004,249.507996
2015-10-14,249.492996,254.274994,248.903,251.988998
2015-10-15,252.106995,255.962006,252.04600499999998,254.32000699999998
2015-10-16,254.29600499999998,266.13501,253.92599500000003,262.868988
2015-10-17,262.747009,273.57800299999997,262.367004,270.640015
2015-10-18,270.907013,271.667999,260.777008,261.64300499999996
2015-10-19,261.860992,264.820007,260.950989,263.43701200000004
2015-10-20,263.571991,270.834991,263.22699,269.463013
2015-10-21,269.306,270.769989,263.838989,266.272003
2015-10-22,266.496002,276.51001,266.13501,274.02301
2015-10-23,273.64898700000003,278.68399,273.542999,276.496002
2015-10-24,276.503998,281.705994,276.503998,281.653992
2015-10-25,281.445007,294.05899,281.445007,283.679993
2015-10-26,283.627991,285.299988,280.51001,285.299988
2015-10-27,285.181,296.21200600000003,285.007996,293.78799399999997
2015-10-28,293.70300299999997,306.330994,293.70300299999997,304.61801099999997
2015-10-29,304.324005,318.170013,301.822998,313.855011
2015-10-30,313.942993,334.169006,313.940002,328.015015
2015-10-31,328.511993,332.777008,309.25100699999996,314.16598500000003
2015-11-01,315.005005,327.471985,311.881012,325.431
2015-11-02,325.941986,365.359985,323.20901499999997,361.18899500000003
2015-11-03,361.87298599999997,417.899994,357.647003,403.416992
2015-11-04,403.664001,495.56201200000004,380.548004,411.56298799999996
2015-11-05,408.076996,447.56100499999997,374.580994,386.35400400000003
2015-11-06,388.04699700000003,395.835999,354.024994,374.47000099999997
2015-11-07,374.26901200000003,390.585999,372.433014,386.48199500000004
2015-11-08,384.278015,389.894989,368.700012,373.36801099999997
2015-11-09,374.324005,385.278015,362.894989,380.25698900000003
2015-11-10,379.98400899999996,381.386993,329.108002,336.819
2015-11-11,339.820007,340.584991,300.997009,311.08401499999997
2015-11-12,314.07901,345.080994,313.35598799999997,338.152008
2015-11-13,338.49798599999997,340.914001,326.075012,336.752991
2015-11-14,336.62399300000004,338.181,329.97000099999997,332.906006
2015-11-15,333.050995,334.661987,317.48999,320.16598500000003
2015-11-16,319.734985,331.62600699999996,315.90499900000003,330.75100699999996
2015-11-17,330.36199999999997,338.350006,329.614014,335.093994
2015-11-18,334.592987,336.531006,330.640015,334.589996
2015-11-19,334.678986,335.33401499999997,325.27301,326.14898700000003
2015-11-20,326.411011,326.472992,312.21701,322.022003
2015-11-21,322.09201,328.158997,319.59500099999997,326.927002
2015-11-22,326.975006,327.01001,321.259003,324.536011
2015-11-23,324.350006,325.11801099999997,321.290009,323.04599
2015-11-24,323.014008,323.058014,318.11801099999997,320.04599
2015-11-25,320.045013,329.134003,316.769989,328.205994
2015-11-26,328.303009,366.75698900000003,328.22900400000003,352.68399
2015-11-27,351.860992,363.588989,347.869995,358.041992
2015-11-28,357.14099100000004,359.536011,352.17199700000003,357.381012
2015-11-29,357.471985,371.93899500000003,355.66598500000003,371.294006
2015-11-30,371.43701200000004,382.363007,370.382996,377.321014
2015-12-01,377.414001,378.931,356.56298799999996,362.488007
2015-12-02,361.84500099999997,362.23199500000004,349.464996,359.18701200000004
2015-12-03,359.330994,370.274994,357.411987,361.04599
2015-12-04,361.261993,363.51599100000004,355.75698900000003,363.183014
2015-12-05,363.721008,389.785004,363.22900400000003,388.949005
2015-12-06,389.554993,402.80899,387.088989,388.78299
2015-12-07,389.977997,399.968994,385.411011,395.536011
2015-12-08,395.753998,415.56298799999996,389.950012,415.56298799999996
2015-12-09,414.44101,423.119995,406.29098500000003,417.56298799999996
