Date,Open,High,Low,Close,Adj Close,Volume,Max_3,Min_3,Max_3_Percent_Increase,Min_3_Percent_Increase,Choice_3,Gain_3,Max_6,Min_6,Max_6_Percent_Increase,Min_6_Percent_Increase,Choice_6,Gain_6
9/17/2014,465.86401399999994,468.174011,452.421997,457.334015,457.334015,21056800,456.85998499999994,384.532013,-0.0010365072014161998,0.15918781374702692,SHORT,0.15918781374702692,456.85998499999994,384.532013,-0.0010365072014161998,0.15918781374702692,SHORT,0.15918781374702692
9/18/2014,456.85998499999994,456.85998499999994,413.10400400000003,424.44000199999994,424.44000199999994,34483200,427.834991,384.532013,0.007998748902088798,0.0940250419657663,SHORT,0.0940250419657663,441.55700700000006,384.532013,0.04032844434865525,0.0940250419657663,SHORT,0.0940250419657663
9/19/2014,424.10299699999996,427.834991,384.532013,394.79599,394.79599,37919700,423.29599,389.882996,0.07218918307655556,0.012444386783158628,LONG,0.07218918307655556,441.55700700000006,389.882996,0.11844349533540104,0.012444386783158628,LONG,0.11844349533540104
9/20/2014,394.673004,423.29599,389.882996,408.903992,408.903992,36863600,441.55700700000006,393.181,0.07985496752010197,0.03845154928201345,LONG,0.07985496752010197,441.55700700000006,393.181,0.07985496752010197,0.03845154928201345,LONG,0.07985496752010197
9/21/2014,408.084991,412.425995,393.181,398.821014,398.821014,26580100,441.55700700000006,396.196991,0.10715582053056028,0.006579450199181244,LONG,0.10715582053056028,441.55700700000006,396.196991,0.10715582053056028,0.006579450199181244,LONG,0.10715582053056028
9/22/2014,399.100006,406.91598500000003,397.130005,402.152008,402.152008,24127600,441.55700700000006,396.196991,0.0979853344410008,0.014807875831867033,LONG,0.0979853344410008,441.55700700000006,374.332001,0.0979853344410008,0.06917783934078985,LONG,0.0979853344410008
9/23/2014,402.09201,441.55700700000006,396.196991,435.790985,435.790985,45099500,436.11199999999997,400.009003,0.0007366260685727322,0.08210812805134088,SHORT,0.08210812805134088,436.11199999999997,372.23999,0.0007366260685727322,0.14582907216403296,SHORT,0.14582907216403296
9/24/2014,435.751007,436.11199999999997,421.131989,423.204987,423.204987,30627700,423.51998899999995,397.372009,0.000744324877248991,0.06104128919444899,SHORT,0.06104128919444899,423.51998899999995,372.23999,0.000744324877248991,0.12042626756664386,SHORT,0.12042626756664386
9/25/2014,423.15600599999993,423.51998899999995,409.467987,411.574005,411.574005,26814400,414.93798799999996,374.332001,0.008173458379617445,0.09048677406144737,SHORT,0.09048677406144737,414.93798799999996,372.23999,0.008173458379617445,0.09556972627559417,SHORT,0.09556972627559417
9/26/2014,411.428986,414.93798799999996,400.009003,404.424988,404.424988,21460800,406.62298599999997,372.23999,0.005434871892732761,0.07958212018293985,SHORT,0.07958212018293985,406.62298599999997,372.23999,0.005434871892732761,0.07958212018293985,SHORT,0.07958212018293985
9/27/2014,403.556,406.62298599999997,397.372009,399.519989,399.519989,15029300,401.016998,372.23999,0.0037470190258740506,0.06828193770299697,SHORT,0.06828193770299697,401.016998,357.85900899999996,0.0037470190258740506,0.1042775859707987,SHORT,0.1042775859707987
9/28/2014,399.471008,401.016998,374.332001,377.181,377.181,23613300,391.378998,372.23999,0.037642399802747334,0.013099838008807459,LONG,0.037642399802747334,391.378998,325.885986,0.037642399802747334,0.13599575270228348,SHORT,0.13599575270228348
9/29/2014,376.928009,385.210999,372.23999,375.46701,375.46701,32497700,391.378998,372.946014,0.04237919065113073,0.006714294286467471,LONG,0.04237919065113073,391.378998,289.29599,0.04237919065113073,0.22950357209811853,SHORT,0.22950357209811853
9/30/2014,376.088013,390.97699,373.442993,386.944,386.944,34707300,391.378998,357.85900899999996,0.011461601678795917,0.07516589222213048,SHORT,0.07516589222213048,391.378998,289.29599,0.011461601678795917,0.2523569560453192,SHORT,0.2523569560453192
10/1/2014,387.427002,391.378998,380.77999900000003,383.61499,383.61499,26229400,385.497009,325.885986,0.004906010059721634,0.15048683055894135,SHORT,0.15048683055894135,385.497009,289.29599,0.004906010059721634,0.24586891143122422,SHORT,0.24586891143122422
10/2/2014,383.988007,385.497009,372.946014,375.071991,375.071991,21777700,377.695007,289.29599,0.006993366774753249,0.2286920992722168,SHORT,0.2286920992722168,377.695007,289.29599,0.006993366774753249,0.2286920992722168,SHORT,0.2286920992722168
10/3/2014,375.181,377.695007,357.85900899999996,359.511993,359.511993,30901200,364.48699999999997,289.29599,0.013838222637540629,0.19530920905884772,SHORT,0.19530920905884772,382.72601299999997,289.29599,0.06457091961324346,0.19530920905884772,SHORT,0.19530920905884772
10/4/2014,359.891998,364.48699999999997,325.885986,328.865997,328.865997,47236500,345.134003,289.29599,0.04946697484203578,0.12032258537205955,SHORT,0.12032258537205955,382.72601299999997,289.29599,0.16377496150810622,0.12032258537205955,LONG,0.16377496150810622
10/5/2014,328.91598500000003,341.800995,289.29599,320.51001,320.51001,83308096,354.364014,302.559998,0.10562541868817131,0.05600452853250984,LONG,0.10562541868817131,382.72601299999997,302.559998,0.1941156315211495,0.05600452853250984,LONG,0.1941156315211495
10/6/2014,320.389008,345.134003,302.559998,330.07901,330.07901,79011800,382.72601299999997,320.48199500000004,0.1594981849951622,0.02907490239988281,LONG,0.1594981849951622,382.72601299999997,320.48199500000004,0.1594981849951622,0.02907490239988281,LONG,0.1594981849951622
10/7/2014,330.58401499999997,339.247009,320.48199500000004,336.18701200000004,336.18701200000004,49199900,382.72601299999997,327.18798799999996,0.13843188266892334,0.026767910950706436,LONG,0.13843188266892334,397.22601299999997,327.18798799999996,0.18156263871371664,0.026767910950706436,LONG,0.18156263871371664
10/8/2014,336.115997,354.364014,327.18798799999996,352.940002,352.940002,54736300,382.72601299999997,347.68701200000004,0.08439397866836294,0.014883521194063897,LONG,0.08439397866836294,411.697998,347.68701200000004,0.16648154266174678,0.014883521194063897,LONG,0.16648154266174678
10/9/2014,352.74798599999997,382.72601299999997,347.68701200000004,365.02600099999995,365.02600099999995,83641104,379.433014,352.963013,0.03946845693329135,0.03304692807348801,LONG,0.03946845693329135,411.697998,352.963013,0.1278593767899839,0.03304692807348801,LONG,0.1278593767899839
10/10/2014,364.68701200000004,375.066986,352.963013,361.56201200000004,361.56201200000004,43665700,397.22601299999997,355.950989,0.09863868386704278,0.015518839960432693,LONG,0.09863868386704278,411.697998,355.950989,0.13866497125256605,0.015518839960432693,LONG,0.13866497125256605
10/11/2014,361.36199999999997,367.19101,355.950989,362.299011,362.299011,13345200,411.697998,356.14401200000003,0.13634866643342833,0.01698872702691417,LONG,0.13634866643342833,411.697998,356.14401200000003,0.13634866643342833,0.01698872702691417,LONG,0.13634866643342833
10/12/2014,362.60598799999997,379.433014,356.14401200000003,378.549011,378.549011,17552800,411.697998,368.897003,0.08756854736572003,0.02549738004730918,LONG,0.08756854736572003,411.697998,368.897003,0.08756854736572003,0.02549738004730918,LONG,0.08756854736572003
10/13/2014,377.92099,397.22601299999997,368.897003,390.414001,390.414001,35221400,411.697998,373.070007,0.05451647980216775,0.04442462092951428,LONG,0.05451647980216775,411.697998,373.070007,0.05451647980216775,0.04442462092951428,LONG,0.05451647980216775
10/14/2014,391.691986,411.697998,391.324005,400.869995,400.869995,38491500,402.22699,373.070007,0.0033851248956659466,0.06934913649498771,SHORT,0.06934913649498771,402.22699,373.070007,0.0033851248956659466,0.06934913649498771,SHORT,0.06934913649498771
10/15/2014,400.954987,402.22699,388.76599100000004,394.77301,394.77301,25267100,398.807007,373.070007,0.010218522791109755,0.054975903747827196,SHORT,0.054975903747827196,398.807007,373.070007,0.010218522791109755,0.054975903747827196,SHORT,0.054975903747827196
10/16/2014,394.51800499999996,398.807007,373.070007,382.556,382.556,26990000,395.15799,375.389008,0.032941556268886125,0.01873449115946422,LONG,0.032941556268886125,395.15799,375.389008,0.032941556268886125,0.01873449115946422,LONG,0.032941556268886125
10/17/2014,382.756012,385.477997,375.389008,383.757996,383.757996,13600700,395.15799,378.25201400000003,0.029706205782875708,0.014347536878423663,LONG,0.029706205782875708,395.15799,356.446991,0.029706205782875708,0.07116725979567594,SHORT,0.07116725979567594
10/18/2014,383.97601299999997,395.15799,378.971008,391.441986,391.441986,11416800,393.93899500000003,378.25201400000003,0.006379001459490981,0.03369585397515318,SHORT,0.03369585397515318,393.93899500000003,353.304993,0.006379001459490981,0.09742693518829623,SHORT,0.09742693518829623
10/19/2014,391.253998,393.93899500000003,386.457001,389.54599,389.54599,5914570,392.64599599999997,378.25201400000003,0.007957997462635799,0.028992663998415144,SHORT,0.028992663998415144,392.64599599999997,342.87701400000003,0.007957997462635799,0.11980350766799058,SHORT,0.11980350766799058
10/20/2014,389.23098799999997,390.08401499999997,378.25201400000003,382.84500099999997,382.84500099999997,16419000,392.64599599999997,356.446991,0.02560042569290333,0.06895221285650259,SHORT,0.06895221285650259,392.64599599999997,342.87701400000003,0.02560042569290333,0.10439730673145171,SHORT,0.10439730673145171
10/21/2014,382.42099,392.64599599999997,380.83401499999997,386.475006,386.475006,14188900,388.575989,353.304993,0.005436271343249517,0.08582705863260917,SHORT,0.08582705863260917,388.575989,342.87701400000003,0.005436271343249517,0.11280934426067381,SHORT,0.11280934426067381
10/22/2014,386.11801099999997,388.575989,382.24899300000004,383.15799,383.15799,11641300,385.048004,342.87701400000003,0.004932727619747687,0.10512889474130489,SHORT,0.10512889474130489,385.048004,342.87701400000003,0.004932727619747687,0.10512889474130489,SHORT,0.10512889474130489
10/23/2014,382.96200600000003,385.048004,356.446991,358.416992,358.416992,26456900,364.34500099999997,342.87701400000003,0.016539419537341508,0.04335725801749925,SHORT,0.04335725801749925,364.34500099999997,335.342987,0.016539419537341508,0.06437754212277971,SHORT,0.06437754212277971
10/24/2014,358.591003,364.34500099999997,353.304993,358.34500099999997,358.34500099999997,15585700,359.860992,342.87701400000003,0.0042305348079909235,0.04316506985400904,SHORT,0.04316506985400904,359.98400899999996,335.071991,0.004573826885895333,0.06494582018740076,SHORT,0.06494582018740076
10/25/2014,358.610992,359.860992,342.87701400000003,347.27099599999997,347.27099599999997,18127500,359.98400899999996,343.931,0.03660833512280994,0.009617837476988678,LONG,0.03660833512280994,359.98400899999996,335.071991,0.03660833512280994,0.035128199995141385,LONG,0.03660833512280994
10/26/2014,347.48699999999997,359.221008,343.931,354.70401,354.70401,11272500,359.98400899999996,335.342987,0.014885647895550929,0.05458360338243706,SHORT,0.05458360338243706,359.98400899999996,321.054993,0.014885647895550929,0.09486505946183117,SHORT,0.09486505946183117
10/27/2014,354.777008,358.63198900000003,349.80899,352.989014,352.989014,13033000,359.98400899999996,335.071991,0.019816466582724755,0.05075801877505449,SHORT,0.05075801877505449,359.98400899999996,320.62600699999996,0.019816466582724755,0.09168275984929106,SHORT,0.09168275984929106
10/28/2014,353.214996,359.98400899999996,352.678986,357.61801099999997,357.61801099999997,7845880,357.833008,335.071991,0.0006011917559712601,0.06304497901812878,SHORT,0.06304497901812878,357.833008,320.62600699999996,0.0006011917559712601,0.10343999144942398,SHORT,0.10343999144942398
10/29/2014,357.088989,357.833008,335.342987,335.591003,335.591003,18192700,350.91299399999997,321.054993,0.0456567394925065,0.04331465942190344,LONG,0.0456567394925065,350.91299399999997,320.62600699999996,0.0456567394925065,0.04459295948407783,LONG,0.0456567394925065
10/30/2014,335.70901499999997,350.91299399999997,335.071991,345.304993,345.304993,30177900,348.045013,320.62600699999996,0.007935072053823324,0.07147011048287988,SHORT,0.07147011048287988,348.045013,320.62600699999996,0.007935072053823324,0.07147011048287988,SHORT,0.07147011048287988
10/31/2014,345.009003,348.045013,337.141998,338.321014,338.321014,12545400,340.528992,320.62600699999996,0.0065262809835395725,0.05230241772685167,SHORT,0.05230241772685167,352.966003,320.62600699999996,0.043287257941358646,0.05230241772685167,SHORT,0.05230241772685167
11/1/2014,338.649994,340.528992,321.054993,325.74899300000004,325.74899300000004,16677200,334.00201400000003,320.62600699999996,0.025335522679574295,0.01572678998274012,LONG,0.025335522679574295,352.966003,320.62600699999996,0.08355209251560129,0.01572678998274012,LONG,0.08355209251560129
11/2/2014,326.075012,329.049988,320.62600699999996,325.891998,325.891998,8603620,343.368988,325.076996,0.05362816548812592,0.0025008346476797895,LONG,0.05362816548812592,352.966003,325.076996,0.08307661791683513,0.0025008346476797895,LONG,0.08307661791683513
11/3/2014,325.569,334.00201400000003,325.48098799999997,327.553986,327.553986,12948500,352.966003,325.076996,0.07758115634715552,0.0075620816899477465,LONG,0.07758115634715552,363.62600699999996,325.076996,0.11012542219528951,0.0075620816899477465,LONG,0.11012542219528951
11/4/2014,327.161011,331.766998,325.076996,330.492004,330.492004,15655500,352.966003,330.683014,0.06800164218193912,-0.0005779564942212813,LONG,0.06800164218193912,374.81601,330.683014,0.134115214478835,-0.0005779564942212813,LONG,0.134115214478835
11/5/2014,330.683014,343.368988,330.683014,339.485992,339.485992,19817200,352.966003,338.424011,0.03970711993324305,0.0031282027094655584,LONG,0.03970711993324305,374.81601,338.424011,0.10406914816090554,0.0031282027094655584,LONG,0.10406914816090554
11/6/2014,339.458008,352.966003,338.424011,349.290009,349.290009,18797000,363.62600699999996,341.77600099999995,0.04104325239946947,0.021512232833433398,LONG,0.04104325239946947,429.717987,341.77600099999995,0.23026131846788667,0.021512232833433398,LONG,0.23026131846788667
11/7/2014,349.817993,352.73199500000004,341.77600099999995,342.415009,342.415009,16834200,374.81601,342.153992,0.09462494384993506,0.0007622825902470332,LONG,0.09462494384993506,457.092987,342.153992,0.3349093205198841,0.0007622825902470332,LONG,0.3349093205198841
11/8/2014,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,374.81601,344.255005,0.08488862827588695,0.0035688706265279975,LONG,0.08488862827588695,457.092987,344.255005,0.32303575735987855,0.0035688706265279975,LONG,0.32303575735987855
11/9/2014,345.37600699999996,363.62600699999996,344.255005,363.264008,363.264008,24205600,429.717987,357.56100499999997,0.18293576444820817,0.015699334022653916,LONG,0.18293576444820817,457.092987,357.56100499999997,0.25829417980765107,0.015699334022653916,LONG,0.25829417980765107
